time, Quad.Est.E.Yaw, Quad.Est.E.Pitch, Quad.Est.E.Roll
5.564779,2.823611,2.866508,0.490009,0.428455
5.569779,2.826049,2.868202,0.485955,0.424623
5.574779,2.828467,2.870741,0.481802,0.420655
5.579778,2.830863,2.872408,0.477463,0.413873
5.584778,2.833235,2.874872,0.472382,0.403164
5.589777,2.835582,2.876493,0.467382,0.398533
5.594777,2.837903,2.878867,0.462081,0.391493
5.599777,2.840197,2.880431,0.456613,0.387625
5.604776,2.842463,2.891902,0.450818,0.385526
5.609776,2.844699,2.893440,0.444860,0.379534
5.614776,2.846906,2.895701,0.438988,0.371594
5.619775,2.849083,2.897186,0.433057,0.365603
5.624775,2.851230,2.899364,0.427084,0.355435
5.629775,2.853348,2.900781,0.421248,0.348575
5.634774,2.855437,2.902858,0.415298,0.340287
5.639774,2.857496,2.904210,0.409386,0.333298
5.644773,2.859525,2.906197,0.403658,0.325097
5.649773,2.861523,2.907486,0.396871,0.317746
5.654773,2.863487,2.909369,0.390101,0.308574
5.659772,2.865417,2.910598,0.383280,0.300675
5.664772,2.867312,2.912386,0.376048,0.291307
5.669772,2.869171,2.913553,0.369049,0.285472
5.674771,2.870994,2.915255,0.361518,0.276309
5.679771,2.872779,2.916360,0.354056,0.268496
5.684771,2.874526,2.917960,0.346278,0.260208
5.689770,2.876235,2.918989,0.339003,0.252246
5.694770,2.877908,2.920486,0.331339,0.243429
5.699769,2.879539,2.921446,0.322879,0.233714
5.704769,2.881130,2.913062,0.315136,0.188557
5.709769,2.882682,2.913787,0.307377,0.179439
5.714768,2.884198,2.914838,0.300323,0.168143
5.719768,2.885680,2.915504,0.293906,0.160435
5.724768,2.887131,2.916448,0.288006,0.148502
5.729767,2.888556,2.917046,0.282674,0.141661
5.734767,2.889954,2.917883,0.277812,0.135095
5.739767,2.891330,2.918419,0.273665,0.130085
5.744766,2.892687,2.919185,0.269970,0.122463
5.749766,2.894028,2.919667,0.266918,0.116807
5.754766,2.895354,2.920357,0.264122,0.109669
5.759765,2.896668,2.920801,0.262030,0.109555
5.764765,2.897974,2.921449,0.260802,0.106061
5.769764,2.899277,2.921883,0.260419,0.104865
5.774764,2.900580,2.922500,0.260825,0.102198
5.779764,2.901887,2.922878,0.261940,0.100666
5.784763,2.903202,2.923478,0.263681,0.098495
5.789763,2.904527,2.923906,0.266034,0.100014
5.794763,2.905866,2.924508,0.268818,0.098526
5.799762,2.907219,2.925017,0.272007,0.102812
5.804762,2.908591,2.944570,0.276126,0.194124
5.809762,2.909987,2.945333,0.281218,0.197793
5.814761,2.911410,2.946532,0.286730,0.205646
5.819761,2.912861,2.947357,0.292536,0.208344
5.824760,2.914341,2.948624,0.298545,0.216069
5.829760,2.915852,2.949498,0.304522,0.220724
5.834760,2.917390,2.950830,0.309737,0.225453
5.839759,2.918952,2.951725,0.313957,0.230696
5.844759,2.920532,2.953120,0.317315,0.236926
5.849759,2.922126,2.954065,0.319835,0.235737
5.854758,2.923731,2.955482,0.321568,0.238784
5.859758,2.925341,2.956441,0.322128,0.240073
5.864758,2.926950,2.957886,0.321444,0.240202
5.869757,2.928552,2.958843,0.319704,0.238265
5.874757,2.930143,2.960263,0.317030,0.233397
5.879756,2.931717,2.961194,0.313145,0.228590
5.884756,2.933268,2.962548,0.308147,0.220887
5.889756,2.934792,2.963429,0.302354,0.217234
5.894755,2.936285,2.964723,0.295978,0.210752
5.899755,2.937743,2.965567,0.288424,0.206682
5.904755,2.939160,2.982247,0.280250,0.274186
5.909754,2.940536,2.983315,0.271739,0.266484
5.914754,2.941866,2.984882,0.262081,0.251963
5.919754,2.943145,2.985884,0.251655,0.243366
5.924753,2.944373,2.987314,0.241332,0.228015
5.929753,2.945548,2.988234,0.230839,0.218630
5.934752,2.946671,2.989525,0.220392,0.207699
5.939752,2.947739,2.990342,0.208987,0.196216
5.944752,2.948747,2.991486,0.196567,0.180452
5.949751,2.949686,2.992197,0.181673,0.169106
5.954751,2.950548,2.993182,0.166180,0.153583
5.959751,2.951335,2.993746,0.151735,0.137933
5.964750,2.952052,2.994542,0.137704,0.121708
5.969750,2.952698,2.995052,0.123148,0.110008
5.974750,2.953266,2.995676,0.107337,0.089694
5.979749,2.953757,2.996003,0.092320,0.074443
5.984749,2.954175,2.996417,0.077873,0.057823
5.989748,2.954523,2.996673,0.064166,0.045464
5.994748,2.954805,2.996913,0.051417,0.030592
5.999748,2.955027,2.997070,0.039797,0.021466
6.004747,2.955191,3.017375,0.028135,0.071801
6.009747,2.955295,3.017644,0.015889,0.063615
6.014747,2.955337,3.017993,0.003659,0.046048
6.019746,2.955321,3.018216,-0.008178,0.037639
6.024746,2.955244,3.018427,-0.020075,0.027766
6.029746,2.955108,3.018492,-0.032068,0.019691
6.034745,2.954912,3.018574,-0.043796,0.004848
6.039745,2.954657,3.018570,-0.056095,-0.002770
6.044744,2.954339,3.018528,-0.068481,-0.018430
6.049744,2.953961,3.018440,-0.080201,-0.031596
6.054744,2.953526,3.018215,-0.091636,-0.050395
6.059743,2.953035,3.017998,-0.102478,-0.061554
6.064743,2.952493,3.017600,-0.112354,-0.075102
6.069743,2.951901,3.017294,-0.122225,-0.082883
6.074742,2.951263,3.016780,-0.130787,-0.092701
6.079742,2.950586,3.016367,-0.138244,-0.104059
6.084742,2.949874,3.015731,-0.145085,-0.111713
6.089741,2.949128,3.015234,-0.151837,-0.119950
6.094741,2.948351,3.014494,-0.157735,-0.131477
6.099741,2.947548,3.014032,-0.162632,-0.136923
6.104740,2.946721,3.002252,-0.167170,-0.185792
6.109740,2.945873,3.001567,-0.170775,-0.192249
6.114739,2.945010,3.000399,-0.173685,-0.199202
6.119739,2.944135,2.999624,-0.175790,-0.204330
6.124739,2.943253,2.998384,-0.176837,-0.208909
6.129738,2.942368,2.997545,-0.176852,-0.210792
6.134738,2.941486,2.996271,-0.175857,-0.214677
6.139738,2.940613,2.995413,-0.173782,-0.214127
6.144737,2.939752,2.994123,-0.170783,-0.215342
6.149737,2.938910,2.993272,-0.166886,-0.212444
6.154737,2.938090,2.992007,-0.161950,-0.207164
6.159736,2.937297,2.991236,-0.156051,-0.199065
6.164736,2.936537,2.990054,-0.149348,-0.193675
6.169735,2.935813,2.989393,-0.141464,-0.182393
6.174735,2.935133,2.988315,-0.132602,-0.171242
6.179735,2.934500,2.987640,-0.122256,-0.162724
6.184734,2.933923,2.986694,-0.110792,-0.148390
6.189734,2.933403,2.986146,-0.099629,-0.136683
6.194734,2.932936,2.985347,-0.089194,-0.124914
6.199733,2.932521,2.984899,-0.079052,-0.116901
6.204733,2.932154,2.984865,-0.069732,-0.103536
6.209733,2.931833,2.984671,-0.060674,-0.100807
6.214732,2.931558,2.984088,-0.050831,-0.091190
6.219732,2.931335,2.983734,-0.040732,-0.080845
6.224731,2.931159,2.983273,-0.031640,-0.068663
6.229731,2.931029,2.983084,-0.022033,-0.065241
6.234731,2.930946,2.982718,-0.013039,-0.055785
6.239730,2.930907,2.982506,-0.004560,-0.051677
6.244730,2.930907,2.982213,0.003256,-0.046365
6.249730,2.930949,2.982018,0.011583,-0.045106
6.254729,2.931031,2.981763,0.019701,-0.038338
6.259729,2.931153,2.981589,0.027322,-0.035369
6.264729,2.931311,2.981397,0.034460,-0.025932
6.269728,2.931504,2.981285,0.041342,-0.021090
6.274728,2.931731,2.981172,0.047815,-0.013548
6.279727,2.931988,2.981093,0.053903,-0.011958
6.284727,2.932276,2.981027,0.060033,-0.007548
6.289727,2.932595,2.981040,0.066164,-0.004144
6.294726,2.932943,2.981026,0.072042,-0.000450
6.299726,2.933321,2.981003,0.077816,0.003394
6.304726,2.933726,2.992522,0.083109,0.053609
6.309725,2.934157,2.992835,0.088192,0.055321
6.314725,2.934613,2.993175,0.093207,0.059147
6.319725,2.935094,2.993484,0.098044,0.059035
6.324724,2.935597,2.993844,0.102414,0.061049
6.329724,2.936121,2.994124,0.106404,0.063852
6.334723,2.936664,2.994509,0.109943,0.064832
6.339723,2.937223,2.994801,0.113181,0.061365
6.344723,2.937798,2.995178,0.116179,0.065720
6.349722,2.938388,2.995453,0.119171,0.068561
6.354722,2.938993,2.995871,0.122015,0.069685
6.359722,2.939610,2.996209,0.124534,0.075121
6.364721,2.940239,2.996659,0.126607,0.075428
6.369721,2.940877,2.996902,0.128388,0.073719
6.374721,2.941524,2.997348,0.129831,0.073846
6.379720,2.942177,2.997555,0.130998,0.071378
6.384720,2.942835,2.997977,0.131975,0.067509
6.389719,2.943497,2.998423,0.132700,0.072057
6.394719,2.944162,2.998847,0.133203,0.069442
6.399719,2.944829,2.999285,0.133540,0.069749
6.404718,2.945498,3.002519,0.133743,0.081609
6.409718,2.946167,3.002883,0.133824,0.081060
6.414718,2.946835,3.003370,0.133794,0.080628
6.419717,2.947504,3.003533,0.133661,0.084073
6.424717,2.948172,3.004032,0.133423,0.082252
6.429717,2.948838,3.004437,0.133059,0.075118
6.434716,2.949501,3.004891,0.132566,0.073306
6.439716,2.950162,3.005196,0.131917,0.068377
6.444715,2.950819,3.005598,0.131102,0.063430
6.449715,2.951472,3.005836,0.130172,0.058944
6.454715,2.952120,3.006177,0.129155,0.053419
6.459714,2.952763,3.006362,0.128060,0.048694
6.464714,2.953399,3.006651,0.126776,0.047814
6.469714,2.954029,3.006814,0.125395,0.042209
6.474713,2.954651,3.007068,0.123832,0.040512
6.479713,2.955265,3.007302,0.122124,0.040038
6.484713,2.955870,3.007530,0.120254,0.034268
6.489712,2.956466,3.007782,0.118289,0.035196
6.494712,2.957051,3.007986,0.116277,0.030440
6.499712,2.957627,3.008423,0.114288,0.037636
6.504711,2.958192,3.010487,0.112270,0.089509
6.509711,2.958747,3.010796,0.110192,0.088698
6.514710,2.959292,3.011317,0.108086,0.083269
6.519710,2.959826,3.011751,0.105805,0.079618
6.524710,2.960348,3.012217,0.103388,0.075382
6.529709,2.960857,3.012632,0.100754,0.064397
6.534709,2.961352,3.013006,0.097884,0.058625
6.539709,2.961832,3.013216,0.094742,0.056654
6.544708,2.962296,3.013546,0.091185,0.051134
6.549708,2.962740,3.013790,0.087427,0.057924
6.554708,2.963166,3.014133,0.083568,0.054873
6.559707,2.963571,3.014382,0.079065,0.052432
6.564707,2.963952,3.014684,0.074469,0.047237
6.569706,2.964310,3.014916,0.069670,0.045652
6.574706,2.964643,3.015169,0.064847,0.036071
6.579706,2.964953,3.015366,0.059802,0.033748
6.584705,2.965236,3.015553,0.054487,0.027590
6.589705,2.965493,3.015688,0.049243,0.025709
6.594705,2.965723,3.015831,0.043890,0.018480
6.599704,2.965927,3.015639,0.038710,0.007689
6.604704,2.966105,3.025317,0.033734,0.056612
6.609704,2.966260,3.025232,0.029006,0.059749
6.614703,2.966391,3.025571,0.024597,0.051083
6.619703,2.966501,3.025846,0.020257,0.044008
6.624702,2.966590,3.026101,0.016023,0.039687
6.629702,2.966658,3.026348,0.011956,0.032103
6.634702,2.966706,3.026525,0.007870,0.026093
6.639701,2.966731,3.026651,0.003301,0.018170
6.644701,2.966734,3.026748,-0.001501,0.014422
6.649701,2.966711,3.026799,-0.006652,0.009737
6.654700,2.966662,3.026838,-0.011874,0.000783
6.659700,2.966587,3.026854,-0.017028,0.000156
6.664700,2.966487,3.026844,-0.021973,-0.006209
6.669699,2.966363,3.026748,-0.026609,-0.015636
6.674699,2.966217,3.026642,-0.031197,-0.021487
6.679698,2.966047,3.026806,-0.035757,-0.017548
6.684698,2.965853,3.026685,-0.040728,-0.022689
6.689698,2.965635,3.026832,-0.045716,-0.019760
6.694697,2.965392,3.026706,-0.050377,-0.022960
6.699697,2.965127,3.026964,-0.054524,-0.018605
6.704697,2.964843,3.003448,-0.058531,-0.041273
6.709696,2.964538,3.003314,-0.062522,-0.047583
6.714696,2.964214,3.003015,-0.066171,-0.050737
6.719696,2.963873,3.002833,-0.069522,-0.057601
6.724695,2.963516,3.002473,-0.072453,-0.062594
6.729695,2.963146,3.002217,-0.075162,-0.063371
6.734694,2.962763,3.001828,-0.077385,-0.068327
6.739694,2.962371,3.001587,-0.079150,-0.073768
6.744694,2.961972,3.001129,-0.080410,-0.079102
6.749693,2.961567,3.000810,-0.081124,-0.079691
6.754693,2.961161,3.000327,-0.081396,-0.081464
6.759693,2.960754,3.000010,-0.081177,-0.082391
6.764692,2.960351,2.999515,-0.080461,-0.083331
6.769692,2.959951,2.999175,-0.079290,-0.083001
6.774692,2.959559,2.998683,-0.077627,-0.080258
6.779691,2.959177,2.998287,-0.075607,-0.081989
6.784691,2.958807,2.997799,-0.073146,-0.080047
6.789690,2.958450,2.997551,-0.070007,-0.076481
6.794690,2.958111,2.997104,-0.066379,-0.071786
6.799690,2.957792,2.996881,-0.061744,-0.068634
6.804689,2.957499,2.993690,-0.056636,-0.089238
6.809689,2.957232,2.993330,-0.050946,-0.087847
6.814689,2.956996,2.992817,-0.044841,-0.082366
6.819688,2.956791,2.992517,-0.038409,-0.078592
6.824688,2.956618,2.992064,-0.031887,-0.070452
6.829688,2.956478,2.991793,-0.025324,-0.065128
6.834687,2.956371,2.991406,-0.018779,-0.061754
6.839687,2.956297,2.991158,-0.012206,-0.057496
6.844687,2.956255,2.990830,-0.005788,-0.052997
6.849686,2.956246,2.990626,0.000809,-0.046470
6.854686,2.956271,2.990365,0.007921,-0.037779
6.859685,2.956334,2.990217,0.016044,-0.029477
6.864685,2.956440,2.990064,0.024638,-0.018169
6.869685,2.956588,2.990001,0.032926,-0.010443
6.874684,2.956778,2.989951,0.041236,-0.003211
6.879684,2.957008,2.989948,0.049145,0.005518
6.884684,2.957276,2.990008,0.056575,0.016896
6.889683,2.957580,2.990130,0.063752,0.024866
6.894683,2.957919,2.990290,0.070491,0.031581
6.899683,2.958291,2.990459,0.076785,0.039030
6.904682,2.958692,2.977572,0.082589,0.044281
6.909682,2.959120,2.977718,0.087533,0.050321
6.914681,2.959572,2.978028,0.092112,0.054222
6.919681,2.960045,2.978213,0.096300,0.056762
6.924681,2.960538,2.978558,0.100059,0.058951
6.929680,2.961049,2.978764,0.103432,0.061925
6.934680,2.961574,2.979147,0.106195,0.066957
6.939680,2.962112,2.979428,0.108435,0.069595
6.944679,2.962659,2.979849,0.110215,0.071480
6.949679,2.963215,2.980132,0.111578,0.073020
6.954679,2.963776,2.980567,0.112607,0.072715
6.959678,2.964341,2.980857,0.113289,0.072113
6.964678,2.964909,2.981286,0.113664,0.070644
6.969677,2.965478,2.981560,0.113799,0.070907
6.974677,2.966047,2.981984,0.113721,0.069680
6.979677,2.966614,2.982254,0.113458,0.068768
6.984676,2.967180,2.982657,0.112999,0.063450
6.989676,2.967743,2.982905,0.112241,0.063597
6.994676,2.968302,2.983288,0.111305,0.063578
6.999675,2.968855,2.983562,0.110178,0.065269
7.004675,2.969402,2.970050,0.108849,0.008036
7.009675,2.969942,2.970081,0.107361,0.008828
7.014674,2.970474,2.970137,0.105753,0.008993
7.019674,2.970998,2.970169,0.104211,0.005529
7.024673,2.971514,2.970206,0.102538,0.005787
7.029673,2.972022,2.970228,0.100911,0.005139
7.034673,2.972522,2.970263,0.099571,0.006598
7.039672,2.973017,2.970291,0.098425,0.007456
7.044672,2.973507,2.970330,0.097740,0.005803
7.049672,2.973995,2.970344,0.097498,0.004851
7.054671,2.974483,2.970375,0.097660,0.005781
7.059671,2.974972,2.970389,0.098213,0.004283
7.064671,2.975466,2.970428,0.099083,0.007289
7.069670,2.975965,2.970449,0.100360,0.007893
7.074670,2.976472,2.970502,0.101990,0.009408
7.079669,2.976988,2.970557,0.103934,0.009216
7.084669,2.977515,2.970619,0.106285,0.012278
7.089669,2.978054,2.970690,0.108890,0.013991
7.094668,2.978608,2.970783,0.112146,0.018895
7.099668,2.979179,2.970838,0.115615,0.021433
7.104668,2.979768,2.973854,0.119295,0.104522
7.109667,2.980376,2.974274,0.123347,0.107532
7.114667,2.981005,2.974926,0.127424,0.111994
7.119667,2.981654,2.975379,0.131368,0.113966
7.124666,2.982322,2.976075,0.134966,0.119309
7.129666,2.983008,2.976560,0.138781,0.124621
7.134665,2.983712,2.977314,0.141940,0.129598
7.139665,2.984429,2.977836,0.144424,0.133463
7.144665,2.985157,2.978651,0.146363,0.139802
7.149664,2.985893,2.979216,0.147644,0.142561
7.154664,2.986633,2.980067,0.148228,0.141667
7.159664,2.987374,2.980630,0.147999,0.139927
7.164663,2.988111,2.981477,0.146838,0.141309
7.169663,2.988839,2.982040,0.144745,0.138391
7.174663,2.989554,2.982863,0.141761,0.134881
7.179662,2.990252,2.983395,0.138001,0.133342
7.184662,2.990928,2.984183,0.132955,0.127102
7.189662,2.991576,2.984691,0.127210,0.122662
7.194661,2.992193,2.985411,0.120973,0.114808
7.199661,2.992777,2.985870,0.113958,0.108294
7.204660,2.993325,3.008804,0.106369,0.146871
7.209660,2.993833,3.009401,0.098565,0.141430
7.214660,2.994301,3.010229,0.090067,0.130841
7.219659,2.994724,3.010796,0.080741,0.118199
7.224659,2.995098,3.011483,0.071073,0.107792
7.229659,2.995424,3.011916,0.061118,0.100025
7.234658,2.995698,3.012491,0.050712,0.086080
7.239658,2.995918,3.012832,0.039399,0.074327
7.244658,2.996077,3.013247,0.026534,0.059971
7.249657,2.996173,3.013472,0.014376,0.048328
7.254657,2.996208,3.013723,0.002370,0.030124
7.259656,2.996185,3.013854,-0.009629,0.020839
7.264656,2.996100,3.013946,-0.021668,0.003824
7.269656,2.995957,3.013917,-0.032940,-0.009585
7.274655,2.995758,3.013837,-0.044480,-0.022483
7.279655,2.995503,3.013712,-0.055364,-0.035277
7.284655,2.995194,3.013477,-0.066069,-0.048026
7.289654,2.994832,3.013288,-0.076218,-0.053641
7.294654,2.994423,3.012941,-0.085374,-0.064342
7.299654,2.993972,3.012671,-0.093520,-0.071680
7.304653,2.993482,2.999928,-0.100840,-0.124413
7.309653,2.992958,2.999480,-0.107327,-0.131871
7.314652,2.992403,2.998672,-0.113229,-0.140687
7.319652,2.991822,2.998130,-0.118371,-0.148606
7.324652,2.991215,2.997219,-0.123144,-0.157589
7.329651,2.990588,2.996630,-0.126765,-0.164506
7.334651,2.989946,2.995632,-0.129296,-0.168905
7.339651,2.989294,2.994937,-0.130887,-0.167965
7.344650,2.988637,2.993927,-0.131505,-0.170220
7.349650,2.987981,2.993279,-0.131155,-0.165557
7.354650,2.987329,2.992285,-0.129848,-0.164982
7.359649,2.986686,2.991712,-0.127569,-0.157827
7.364649,2.986057,2.990776,-0.124579,-0.151974
7.369648,2.985445,2.990218,-0.120648,-0.146532
7.374648,2.984856,2.989358,-0.115908,-0.138071
7.379648,2.984292,2.988856,-0.110664,-0.130238
7.384647,2.983756,2.988082,-0.104986,-0.126307
7.389647,2.983249,2.987558,-0.098742,-0.122577
7.394647,2.982776,2.986851,-0.091841,-0.108587
7.399646,2.982339,2.986180,-0.084573,-0.109517
7.404646,2.981937,2.981528,-0.077283,-0.034942
7.409646,2.981573,2.981257,-0.069777,-0.024032
7.414645,2.981248,2.981128,-0.061815,-0.015632
7.419645,2.980962,2.981172,-0.054222,-0.011491
7.424644,2.980713,2.981126,-0.046967,-0.001394
7.429644,2.980499,2.981173,-0.040056,0.002027
7.434644,2.980319,2.981205,-0.033445,0.012915
7.439643,2.980171,2.981266,-0.026966,0.021973
7.444643,2.980055,2.981414,-0.020844,0.029834
7.449643,2.979969,2.981514,-0.014965,0.029717
7.454642,2.979910,2.981696,-0.009621,0.033322
7.459642,2.979877,2.981731,-0.004671,0.029194
7.464642,2.979867,2.981915,-0.000028,0.033703
7.469641,2.979881,2.982188,0.004578,0.041984
7.474641,2.979916,2.982459,0.008788,0.047898
7.479640,2.979972,2.982535,0.012711,0.048472
7.484640,2.980047,2.982833,0.016613,0.052037
7.489640,2.980141,2.983145,0.020081,0.057879
7.494639,2.980251,2.983497,0.023101,0.060972
7.499639,2.980374,2.983839,0.025822,0.066149
7.504639,2.980511,2.962423,0.028348,-0.036691
7.509638,2.980660,2.962507,0.030656,-0.039455
7.514638,2.980820,2.962270,0.032946,-0.039953
7.519638,2.980992,2.961996,0.035272,-0.036168
7.524637,2.981175,2.961781,0.037646,-0.034392
7.529637,2.981371,2.961573,0.040142,-0.027463
7.534636,2.981579,2.961408,0.042767,-0.026019
7.539636,2.981802,2.961250,0.045568,-0.013492
7.544636,2.982039,2.961174,0.048699,-0.008955
7.549635,2.982293,2.961182,0.052312,0.002751
7.554635,2.982566,2.961210,0.056326,0.008129
7.559635,2.982860,2.961336,0.060509,0.018639
7.564634,2.983176,2.961463,0.064781,0.024593
7.569634,2.983512,2.961590,0.069021,0.031035
7.574634,2.983870,2.961793,0.073290,0.037292
7.579633,2.984249,2.961811,0.077680,0.035818
7.584633,2.984651,2.962039,0.082045,0.042655
7.589633,2.985074,2.962100,0.086610,0.043798
7.594632,2.985521,2.962367,0.091178,0.048726
7.599632,2.985990,2.962257,0.095394,0.044974
7.604631,2.986479,2.965946,0.099452,-0.022563
7.609631,2.986988,2.965770,0.103505,-0.016815
7.614631,2.987518,2.965674,0.107594,-0.010797
7.619630,2.988068,2.965674,0.111585,-0.008020
7.624630,2.988638,2.965642,0.115464,0.000261
7.629630,2.989227,2.965630,0.119341,0.003901
7.634629,2.989835,2.965665,0.123023,0.008418
7.639629,2.990461,2.965695,0.126573,0.011485
7.644629,2.991104,2.965775,0.130124,0.015025
7.649628,2.991766,2.965819,0.133783,0.015383
7.654628,2.992445,2.965926,0.137428,0.022327
7.659627,2.993144,2.966090,0.141263,0.031806
7.664627,2.993862,2.966296,0.145102,0.038997
7.669627,2.994599,2.966535,0.148922,0.047152
7.674626,2.995355,2.966837,0.152705,0.053082
7.679626,2.996130,2.966785,0.156426,0.045837
7.684626,2.996922,2.967067,0.160066,0.051204
7.689625,2.997733,2.967006,0.163531,0.045013
7.694625,2.998560,2.967280,0.166761,0.047422
7.699625,2.999403,2.967324,0.169694,0.047959
7.704624,3.000259,2.996933,0.172443,0.115763
7.709624,3.001130,2.997654,0.175003,0.110403
7.714623,3.002012,2.998317,0.177341,0.111461
7.719623,3.002905,2.998286,0.179404,0.128539
7.724623,3.003807,2.999062,0.181081,0.130491
7.729622,3.004716,2.999712,0.182340,0.126003
7.734622,3.005630,3.000468,0.183067,0.126155
7.739622,3.006547,3.000977,0.183237,0.126764
7.744621,3.007462,3.001735,0.182808,0.125815
7.749621,3.008373,3.002226,0.181798,0.121517
7.754621,3.009278,3.002951,0.180244,0.117956
7.759620,3.010173,3.003502,0.178004,0.124003
7.764620,3.011054,3.004245,0.174994,0.123408
7.769619,3.011919,3.004756,0.171584,0.122658
7.774619,3.012764,3.005482,0.167447,0.118809
7.779619,3.013588,3.006232,0.162961,0.127083
7.784618,3.014390,3.006984,0.158260,0.123066
7.789618,3.015166,3.007644,0.153359,0.126311
7.794618,3.015917,3.008392,0.147910,0.119789
